Rank,WinRate,Games,KDA,AVG_kills,AVG_deaths,AVG_assists,Creep_Score,Damage,Gold,Multi_KillChallenger,57,171,4.02,6.9,3.2,6.1,170.0,17725,10805,110
Unranked,59,100,2.75,6.8,4.8,6.5,196.5,15804,11542,80
Master,62,29,3.16,11.9,5.8,6.4,202.5,24903,13581,57
Master,63,174,2.98,6.7,5.3,9.1,203.1,24713,11879,160
Master,61,133,3.04,8.7,4.9,6.2,181.5,19833,11660,295
Master,53,1043,2.0,5.2,5.2,5.2,196.5,21797,11019,629
Master,62,29,3.16,11.9,5.8,6.4,202.5,24903,13581,57
Unranked,44,81,2.55,1.4,5.5,12.6,30.9,5347,7230,1
Diamond,67,69,4.35,9.8,3.6,5.9,164.4,16773,11595,86
Master,62,26,3.13,8.9,4.7,5.7,167.0,18283,11668,57
Diamond,50,149,2.39,5.5,5.6,7.7,197.8,17423,11486,128
Diamond,57,68,2.04,10.4,7.9,5.7,216.6,28853,14851,143
Unranked,60,94,1.72,6.3,5.9,3.8,184.6,17048,11630,65
Unranked,57,7,3.85,1.7,3.7,12.6,29.1,6918,7169,0
Diamond,53,115,2.91,6.1,4.2,6.0,174.8,17501,11372,83
Unranked,55,29,2.17,5.5,5.4,6.3,147.1,14226,10240,15
Master,57,44,3.27,2.6,5.3,14.7,23.5,8794,7926,6
Unranked,68,22,3.63,11.6,5.3,7.7,194.0,25530,13735,52
Unranked,57,42,2.28,8.0,5.9,5.5,194.6,18798,12871,72
Diamond,85,33,3.96,12.8,4.8,6.0,195.4,23939,13402,90
Unranked,47,34,3.36,10.0,4.9,6.3,204.1,21125,13288,39
Diamond,59,182,3.2,4.7,4.8,10.7,67.2,23184,9741,56
Grandmaster,49,108,2.91,2.0,5.4,13.8,23.0,7162,7343,5
Diamond,50,123,1.91,8.4,6.5,4.0,177.0,23348,12082,105
Unranked,66,79,3.97,8.9,3.9,6.5,181.0,18855,12284,116
Unranked,44,9,2.04,6.3,5.8,5.4,182.3,16499,10613,8
Diamond,84,19,3.66,2.0,6.1,20.2,34.6,8091,8461,1
Diamond,50,6,2.38,6.5,4.8,5.0,238.2,21791,12675,6
Unranked,68,22,3.96,8.7,3.6,5.7,218.5,23541,13805,22
Unranked,67,24,3.53,9.3,4.3,6.0,174.2,21181,12193,37
Unranked,65,71,2.94,9.8,5.2,5.5,156.9,19417,11754,88
Diamond,74,50,3.65,7.7,4.4,8.2,149.0,17135,11048,56
Diamond,86,35,4.07,1.5,4.9,18.6,6.9,3400,7730,4
Master,51,486,2.84,4.9,4.5,7.9,202.1,17562,10972,240
Master,63,103,3.6,1.8,5.4,17.8,15.3,6615,7971,14
Master,58,259,3.66,8.9,4.7,8.3,166.3,24229,11516,235
Unranked,59,59,3.93,2.0,4.6,16.3,10.6,7291,7812,2
Platinum,57,584,2.89,9.3,5.7,7.0,198.1,21703,13063,556
Master,53,508,2.61,9.1,5.6,5.6,174.2,19641,11872,1079
Platinum,55,195,3.62,1.7,4.6,15.0,33.8,8596,7872,7
Master,60,57,2.63,8.0,5.2,5.7,176.5,21925,11834,56
